cliff,cliff_000,nathan,"That was scary, hu?",crashed pod,arrival,1
cliff,cliff_001,nathan,"But don't worry, I'm still alive!",crashed pod,arrival,2
cliff,cliff_002,nathan,Thank goodness I was thrown out of the pod seconds before it hit the ground.,crashed pod,arrival,3
cliff,cliff_003,nathan,Now I need to get back to the lab and free Dr. Coppelius!,crashed pod,arrival,4
cliff,cliff_004,nathan,"That was scary, uh?",crashed pod,look at,1
cliff,cliff_007,nathan,Now I should get back to the house and free Dr. Coppelius!,crashed pod,look at,2
cliff,cliff_008,nathan,There's a lighthouse off in the distance... but no light.,lighthouse,look at,
cliff,cliff_009,nathan,A boat is at anchor in the bay.,boat,look at,
cliff,cliff_010,nathan,There's an old pier on the other side of the bay.,distant pier,look at,
cliff,cliff_011,nathan,There's a piece of string caught in the branches.,piece of string,look at,
cliff,cliff_012,nathan,A piece of string can be useful!,piece of string,use (take),
cliff,cliff_013,nathan,It's a sundial.,sundial,look at,
cliff,cliff_014,nathan,"There's no sunlight, so I can't tell what time it is.",sundial,use,
cliff,cliff_015,nathan,He's asleep. It seems that my sedatives worked.,sleeping crow,look at,1
cliff,cliff_016,nathan,I guess I can take the key now.,sleeping crow,look at,2
cliff,cliff_017,nathan,"Okay, I have the key.",sleeping crow (key),use (take),
cliff,cliff_019,nathan,No. He deserves some rest.,sleeping crow (no key),use (poke),
ferry,ferry_000,nathan,Over there is a lighthouse.,lighthouse,look at,
ferry,ferry_001,nathan,It's too far away. They wouldn't hear me.,lighthouse,talk to,
ferry,ferry_002,nathan,I don't think I'll hike over there ...,lighthouse,use,
ferry,ferry_003,nathan,It was a massive stone bridge. It's collapsed.,collapsed bridge,look at,1
ferry,ferry_004,nathan,I think that way leads to that village I saw on the map at home ... Ravenhollow.,collapsed bridge,look at,2
ferry,ferry_005,nathan,I can't cross the bridge.,collapsed bridge,use,
ferry,ferry_006,nathan,"Ah, the sea.",sea,look at,
ferry,ferry_007,nathan,"No, the water looks really cold.",sea,use (swim in),
ferry,ferry_008,nathan,I've never done this before...,sea,item (fishing_bait),1
ferry,ferry_009,nathan,I guess I won't need that stupid fishing rod anymore.,sea,item (fishing_bait),2
ferry,ferry_010,sailor,I would have paid fifty bucks for it.,sea,item (fishing_bait),3
ferry,ferry_011,nathan,I'll just pretend like I didn't hear that.,sea,item (fishing_bait),4
ferry,ferry_012,nathan,I'll need to bait the hook before I can try fishing.,sea,item (fishing_rod),
ferry,ferry_013,nathan,I'll need a float and bait before I can try fishing.,sea,item (stick_hook),
ferry,ferry_014,nathan,This fishing tackle is still incomplete.,sea,item (twine_hook / cork_hook),
ferry,ferry_016,nathan,Seems like there was a ferry coming here once.,old timetable,look at,1
ferry,ferry_017,nathan,Must have been a long time ago. I can't read the timetable anymore.,old timetable,look at,2
ferry,ferry_018,nathan,I can't read it. Even if I could it would still be useless.,old timetable,use,1
ferry,ferry_019,nathan,I'm sure the ferry doesn't come here anymore.,old timetable,use,2
ferry,ferry_020,nathan,It's a leaflet from the local fishing club.,leaflet,look at,
ferry,ferry_021,nathan,I'll take it. I doubt anyone else needs it.,leaflet,use (take),1
ferry,ferry_022,nathan,The leaflet was pinned to the board with a small fishing hook.,leaflet,use (take),2
ferry,ferry_023,nathan,Somehow I feel like someone is watching me...,distant cliff,look at,
ferry,ferry_024,nathan,I'll have to take the long way through the fields ...,distant cliff,use,
ferry,ferry_025,nathan,There's a boat at anchor.,boat,look at,1
ferry,ferry_026,sailor,"Aye. That's me ship, the ""Sea Cucumber"".",boat,look at,2
ferry,ferry_027,nathan,Excuse me! May I borrow your boat?,boat / rowboat,use,1
ferry,ferry_028,sailor,Sorry. I can't lend you my boat.,boat / rowboat,use,2
ferry,ferry_029,sailor,"Shroom and me, we'll have to get going soon...",boat / rowboat,use,3
ferry,ferry_030,sailor,We have to deliver these boxes before sunrise.,boat / rowboat,use,4
ferry,ferry_031,nathan,It's a rowboat.,rowboat,look at,
ferry,ferry_036,nathan,He's asleep.,old dog (sleeping),look at,1
ferry,ferry_037,nathan,It looks like he's running in his dream.,old dog (sleeping),look at,2
ferry,ferry_038,shroom,...,old dog (sleeping),look at,3
ferry,ferry_039,nathan,Hey old boy!,old dog (sleeping),talk to,1
ferry,ferry_040,nathan,Want to help me?,old dog (sleeping),talk to,2
ferry,ferry_041,sailor,Old Shroom is tired. He won't help you if you have nothin' to offer.,old dog (sleeping),talk to,3
ferry,ferry_042,nathan,What would he like to have?,old dog (sleeping),talk to,4
ferry,ferry_043,sailor,"He's a sailor, like me. Therefore he loves fish... Just like me.",old dog (sleeping),talk to,5
ferry,ferry_044,sailor,Right boy?,old dog (sleeping),talk to,6
ferry,ferry_046,nathan,I'll let him sleep.,old dog (sleeping),use (scratch),
ferry,ferry_047,nathan,"Here, I heard you like fish...",old dog (sleeping),item (fish),
ferry,ferry_048,nathan,Good idea ... but I think he's too tired.,old dog (sleeping),item (journal),
ferry,ferry_049,nathan,It seems that I have his attention now.,old dog (awake),look at,
ferry,ferry_050,nathan,"Shroom, old chap. How are you?",old dog (awake),talk to,1
ferry,ferry_038,shroom,...,old dog (awake),talk to,2
ferry,ferry_052,nathan,That's great to hear.,old dog (awake),talk to,3
ferry,ferry_053,nathan,I'd better not.,old dog (awake),use (scratch),
ferry,ferry_054,nathan,Ahem ...,old dog (awake),item (journal),1
ferry,ferry_055,nathan,"Shroom! Come on, old boy! Find the SETA DE MUERTE!",old dog (awake),item (journal),2
ferry,ferry_056,nathan,See? ... the name is in this book here! Have a good look at it.,old dog (awake),item (journal),3
ferry,ferry_057,nathan,"Wow, Shroom found a mushroom.",old dog (awake),item (journal),4
ferry,ferry_058,nathan,How convenient that it was hidden right under his nose.,old dog (awake),item (journal),5
ferry,ferry_064,nathan,"No, he's done enough.",old dog (complete),item (journal),
ferry,ferry_065,nathan,He looks a little dangerous.,sailor,look,1
ferry,ferry_066,sailor,What did you just say?,sailor,look,2
ferry,ferry_067,nathan,Nothing! Sorry!,sailor,look,3
ferry,ferry_068,nathan,Excuse me...,sailor,talk to,
ferry,ferry_069,nathan,I don't think so.,sailor,use (hit),
ferry,ferry_073,nathan,How did Nora get here?,sailor (with nora),talk to,1
ferry,ferry_074,sailor,Her grandfather brought her and told me to wait for him.,sailor (with nora),talk to,2
ferry,ferry_075,nathan,Her grandfather? What did he look like?,sailor (with nora),talk to,3
ferry,ferry_076,sailor,"Well, he looks a little bit like the first Doctor Who.",sailor (with nora),talk to,4
ferry,ferry_077,nathan,Who?,sailor (with nora),talk to,5
ferry,ferry_078,sailor,Aye! Just like him.,sailor (with nora),talk to,6
ferry,ferry_079,nathan,I'm confused.,sailor (with nora),talk to,7
ferry,ferry_081,nathan,Okay.,mushroom,use (take),
ferry,ferry_082,nathan,It's an old glove.,old glove,look at,
ferry,ferry_083,nathan,Okay.,old glove,use (take),
ferry,ferry_084,nathan,The crab is living in an old glove.,hermit crab,look at,1
ferry,ferry_085,nathan,Nature never fails to impress me.,hermit crab,look at,2
ferry,ferry_086,nathan,"Hey ... nice weather, hu?",hermit crab,talk to,1
ferry,ferry_087,crab,.......,hermit crab,talk to,2
ferry,ferry_088,nathan,It seems he's not interested in small talk.,hermit crab,talk to,3
ferry,ferry_089,nathan,It seems that he doesn't want to leave the glove.,hermit crab,use (take glove from crab),1
ferry,ferry_090,nathan,Maybe I could persuade him to move out somehow...,hermit crab,use (take glove from crab),2
ferry,ferry_091,nathan,"Good idea, but the can is closed and full of Dr. Pepper.",hermit crab,item (soda_closed),
ferry,ferry_092,nathan,"Good idea, but the can is full of Dr. Pepper.",hermit crab,item (soda_opened),
ferry,ferry_093,nathan,"Well, maybe I could give away an empty can.",hermit crab,item (soda_empty),1
ferry,ferry_094,nathan,Let's see ...,hermit crab,item (soda_empty),2
ferry,ferry_095,nathan,Now the crab is living comfortably in a Dr. Pepper can.,hermit crab (in soda can),look at,1
ferry,ferry_096,nathan,He has a good taste.,hermit crab (in soda can),look at,2
ferry,ferry_100,nathan,No. He's had more than enough adventures for one day.,hermit crab (in soda can),use (take),
ferry,ferry_101,nathan,It seems she's not feeling well.,nora,look at,
ferry,ferry_102,nathan,"Nora, may I ask you something?",nora,talk to,1
ferry,ferry_103,nora,"Not right now please, Nathan.",nora,talk to,2
ferry,ferry_104,nathan,Sorry.,nora,talk to,3
ferry,ferry_105,nathan,That wouldn't be nice.,nora,use (push),
ferry,ferry_106,nathan,These boxes contain unmarked bottles.,bottles,look at,1
ferry,ferry_107,nathan,It smells like strong whiskey.,bottles,look at,2
ferry,ferry_108,nathan,I'll take one.,bottles,use (take),1
ferry,ferry_109,sailor,"No, you won't.",bottles,use (take),2
ferry,ferry_038,shroom,...,bottles,use (take),3
ferry,ferry_111,nathan,"Right, I won't.",bottles,use (take),4
ferry,ferry_112,nathan,"Well, he said I can have one...",bottles,use (permitted),
ferry,ferry_113,nathan,I've already taken my share.,bottles,use (taken),
ferry,ferry_114,nathan,"Hi, I'm Nathan. And you are ...",sailor (dialog tree),topic: who,1
ferry,ferry_115,sailor,I'm Martin Munchkin McManus.,sailor (dialog tree),topic: who,2
ferry,ferry_116,nathan,"Is your name really ""Munchkin""?",sailor (dialog tree),topic: who,3
ferry,ferry_117,sailor,Aye.,sailor (dialog tree),topic: who,4
ferry,ferry_118,nathan,"Your parents must have liked ""The Wizard of Oz"".",sailor (dialog tree),topic: who,5
ferry,ferry_119,sailor,"I have no idea what you are talking about, kid.",sailor (dialog tree),topic: who,6
ferry,ferry_120,nathan,"Is your name really Martin ""Munchkin"" McManus?",sailor (dialog tree),"topic: who, repeat",1
ferry,ferry_124,nathan,Is that your dog?,sailor (dialog tree),topic: dog,1
ferry,ferry_125,sailor,Aye. T'is me mate.,sailor (dialog tree),topic: dog,2
ferry,ferry_126,nathan,What is his name?,sailor (dialog tree),topic: dog,3
ferry,ferry_127,sailor,His name is Shroom. Right boy?,sailor (dialog tree),topic: dog,4
ferry,ferry_129,nathan,Shroom? As in Mushroom?,sailor (dialog tree),topic: dog,5
ferry,ferry_130,sailor,Aye. He's a mushroom searching kind of dog.,sailor (dialog tree),topic: dog,6
ferry,ferry_131,nathan,Really?! I've heard of those!,sailor (dialog tree),topic: dog,7
ferry,ferry_132,sailor,"Aye. If you show old Shroom here the name of the mushroom that you're searching for, he'll be on his feet in a second to find it for you.",sailor (dialog tree),topic: dog,8
ferry,ferry_133,nathan,"He has to see it written down somewhere? That means he can read, too! Wow.",sailor (dialog tree),topic: dog,9
ferry,ferry_135,nathan,You said your dog can find mushrooms?,sailor (dialog tree),"topic: dog, repeat",1
ferry,ferry_137,nathan,Fascinating...,sailor (dialog tree),"topic: dog, repeat",2
ferry,ferry_138,nathan,I'm kind of stuck right now. Can you help?,sailor (dialog tree),topic: help,1
ferry,ferry_139,sailor,"I've been at the shores of Africa, I've wrestled the boxers of China, and I've seen the ghost of the pirate captain Stoertebecker.",sailor (dialog tree),topic: help,2
ferry,ferry_140,sailor,"...but still the most useful ideas and hints I've ever found are in the book ""Capt'n Matt's Guide to Life"".",sailor (dialog tree),topic: help,3
ferry,ferry_141,sailor,"Here, I happen to have a copy that I could give you.",sailor (dialog tree),topic: help,4
ferry,ferry_142,nathan,"Wow, thanks! ""Capt'n Matt's Guide to Life"". This sounds good. Sometimes I need guidance.",sailor (dialog tree),topic: help,5
ferry,ferry_143,sailor,"Aye. We all do, kid.",sailor (dialog tree),topic: help,6
ferry,ferry_144,nathan,Don't you need this book? It sounds like it's important to you.,sailor (dialog tree),"topic: help, repeat",1
ferry,ferry_145,sailor,"Aye. It is, but I have about fifty more copies at home. You can keep it, boy.",sailor (dialog tree),"topic: help, repeat",2
ferry,ferry_146,nathan,So giving me this copy won't diminish your collection?,sailor (dialog tree),"topic: help, repeat",3
ferry,ferry_147,sailor,"Naw, I like to give them to strangers whenever possible. It spreads the word.",sailor (dialog tree),"topic: help, repeat",4
ferry,ferry_148,nathan,It's dark. You are standing at an old pier. Alone. With a couple of boxes containing unlabeled bottles of alcohol.,sailor (dialog tree),topic: bribe,1
ferry,ferry_149,nathan,Hey! Are you doing something illegal?,sailor (dialog tree),topic: bribe,2
ferry,ferry_150,sailor,Aye aye.,sailor (dialog tree),topic: bribe,3
ferry,ferry_151,nathan,May I have a bottle?,sailor (dialog tree),topic: bribe,4
ferry,ferry_152,sailor,Aye. Take one. Ten percent of the goods are meant to be used to bribe officials and those who know too much.,sailor (dialog tree),topic: bribe,5
ferry,ferry_154,nathan,Aren't you afraid that I'm going to report you?,sailor (dialog tree),topic: bribe,6
ferry,ferry_155,sailor,No. You've officially been bribed.,sailor (dialog tree),topic: bribe,7
ferry,ferry_156,nathan,I guess you're right. And I might need a bottle.,sailor (dialog tree),topic: bribe,8
ferry,ferry_157,nathan,So you aren't afraid that I'm going to report your shady activities?,sailor (dialog tree),"topic: bribe, repeat",1
ferry,ferry_158,sailor,No. I said you could take a bottle. You've been officially bribed.,sailor (dialog tree),"topic: bribe, repeat",2
ferry,ferry_160,nathan,Bye.,sailor (dialog tree),topic: goodbye,1
ferry,ferry_161,nathan,How are you?,shroom (dialog tree),topic: hello,
ferry,ferry_163,nathan,Do you know what time it is?,shroom (dialog tree),topic: time,1
ferry,ferry_164,shroom,......,shroom (dialog tree),topic: time,2
ferry,ferry_165,nathan,That late?,shroom (dialog tree),topic: time,3
field,field_000,nathan,It has a nice golden color.,field of wheat,look at,1
field,field_001,nathan,I can hear crickets. I guess they live somewhere in there.,field of wheat,look at,2
field,field_002,nathan,That's a good idea. I'll take some wheat.,field of wheat,use (take),
field,field_003,nathan,I already have enough wheat.,field of wheat,use (taken),
field,field_008,nathan,The barrel is full of old tins and tools.,barrel of scrap metal,look at,
field,field_009,nathan,It's all rusty and useless.,barrel of scrap metal,use (take),1
field,field_010,nathan,"Except, maybe, for that cocktail shaker on top.",barrel of scrap metal,use (take),2
field,field_011,nathan,"It's a cocktail shaker, and it seems to be in good shape... unlike the rest of this scrap metal.",cocktail shaker,look at,
field,field_012,nathan,Alright.,cocktail shaker,use (take),
field,field_013,nathan,Nice bench. It looks comfortable.,bench,look at,
field,field_014,nathan,I don't want to rest now.,bench,use (sit),1
field,field_015,nathan,There are still mysteries to solve and plots to unfold.,bench,use (sit),2
field,field_016,nathan,It's a single glove.,leather glove,look at,
field,field_017,nathan,"Sorry, does this glove belong to you?",leather glove,use (take),1
field,field_018,nora,"No, it was already here when I came.",leather glove,use (take),2
field,field_019,nathan,Good. Then I'll take it.,leather glove,use (take),3
field,field_020,nora,Why? Is it your glove?,leather glove,use (take),4
field,field_021,nathan,Uh ... yes?,leather glove,use (take),5
field,field_022,nora,Then why did you ask if it's mine?,leather glove,use (take),6
field,field_023,nathan,... to test your honesty?,leather glove,use (take),7
field,field_024,nathan,You passed the test! Congratulations.,leather glove,use (take),8
field,field_025,nathan,"I'll take the glove, okay?",leather glove,use (take),9
field,field_026,nora,*Sigh* Go ahead.,leather glove,use (take),10
field,field_027,nathan,There's a scarecrow watching over this field.,scarecrow,look at,1
field,field_028,nathan,"If I were a bird, I'd be terrified.",scarecrow,look at,2
field,field_029,nathan,It's pretty much useless... and far too big to pick up.,scarecrow,use,
field,field_030,nathan,"The sign says ""Path to Sea"".",wooden sign,look at,
field,field_031,nathan,"There's some larger tools and bundles of wood. Nothing useful, I guess.",old shed,look at,
field,field_032,nathan,"No, these tools are too heavy.",old shed,use (take),
field,field_033,nathan,Mh ... it's a stone.,stone slab,look at,
field,field_034,nathan,"Hey, there's a wriggly worm under that stone!",stone slab,use (lift),
field,field_035,nathan,It's a worm. He's wriggling.,worm,look at,
field,field_036,nathan,Okay. I have the worm.,worm,use (take),
field,field_037,nathan,Who's he?,old man,look at,
field,field_038,nathan,Excuse me...,old man,talk to,
field,field_039,nathan,Who's she?,nora,look at,
field,field_040,nathan,Ahem ...,nora,talk to,
field,field_041,nathan,That wouldn't be very nice.,nora,use (push),
field,field_042,nathan,Something seems terribly wrong with Nora ...,nora (pain),look at,
field,field_043,nathan,"Are you alright, Nora?",nora (pain),talk to,1
field,field_044,nora,I ... I don't feel well ...,nora (pain),talk to,2
field,field_045,nora,"Please find my grandfather, Nathan ... he'll know what to do. See if he's around that house over there.",nora (pain),talk to,3
field,field_046,nora,Please hurry Nathan. Mr. McManus has to take grandfather and I back home. I ... I need my medicine.,nora (pain),talk to,4
field,field_048,nathan,"Don't worry, Nora. I'll find your grandfather!",nora (pain),talk to,5
field,field_049,nora,And tell my grandfather that I found this ...,nora (pain),talk to (get key),1
field,field_051,nathan,Is this some sort of key?,nora (pain),talk to (get key),2
field,field_052,nora,I think so. I assume it has something to do with that house my grandfather was trying to get into.,nora (pain),talk to (get key),3
field,field_053,nathan,"Okay, I'll look around that house for your grandfather.",nora (pain),talk to (get key),4
field,field_054,nathan,What was I supposed to do with this key part?,nora (pain),talk to (has key),1
field,field_056,nora,Please give it to my grandfather ... he was trying to find a way into that house.,nora (pain),talk to (has key),2
field,field_058,nathan,It's a fence of barbed wire.,barbed wire fence,look at,
field,field_059,nathan,I've got enough barbed wire.,barbed wire fence,use (taken),
field,field_060,nathan,"Good idea, I may need some barbed wire...",barbed wire fence,use (take),1
field,field_061,nathan,But I'll need something to protect my hands to free it.,barbed wire fence,use (take),2
field,field_062,nathan,A single glove is rather useless.,barbed wire fence,item (glove_single),1
field,field_063,nathan,I hear gloves are usually used in pairs...,barbed wire fence,item (glove_single),2
field,field_064,nathan,"Like shoes, you know.",barbed wire fence,item (glove_single),3
field,field_068,nathan,Who's your grandfather? What's his name?,nora (dialog tree),topic: grandfather,1
field,field_069,nora,"I'm not supposed to talk about him, sorry Nathan.",nora (dialog tree),topic: grandfather,2
field,field_070,nathan,What is your grandfather doing here?,nora (dialog tree),topic: grandfather,1
field,field_071,nora,He has some business to do around here.,nora (dialog tree),topic: grandfather,2
field,field_072,nathan,What kind of business?,nora (dialog tree),topic: grandfather,3
field,field_073,nora,I'm not quite sure.,nora (dialog tree),topic: grandfather,4
field,field_074,nora,He doesn't say much about his work... but he did tell me not to talk about him or his work with strangers.,nora (dialog tree),topic: grandfather,5
field,field_075,nora,"Actually, he told me not to talk to strangers at all.",nora (dialog tree),topic: grandfather,6
field,field_076,nathan,"But we can talk because I introduced myself, right?",nora (dialog tree),topic: grandfather,7
field,field_077,nora,Right.,nora (dialog tree),topic: grandfather,8
field,field_078,nathan,Isn't it kind of boring here?,nora (dialog tree),topic: reading,1
field,field_079,nora,I think it's nice ... and I have something to read while I'm waiting.,nora (dialog tree),topic: reading,2
field,field_080,nathan,What are you reading?,nora (dialog tree),topic: reading,3
field,field_081,nora,"Mungo Park: ""Travels in the Interior of Africa"". I got it from my grandfather...",nora (dialog tree),topic: reading,4
field,field_082,nora,That Mungo Park was a real adventurer.,nora (dialog tree),topic: reading,5
field,field_083,nathan,What are you reading again?,nora (dialog tree),"topic: reading, repeat",1
field,field_084,nora,"Mungo Park: ""Travels in the Interior of Africa"".",nora (dialog tree),"topic: reading, repeat",2
field,field_085,nathan,"I've learned enough about you, I think.",nora (dialog tree),"topic: who, exit",
field,field_086,nathan,Who are you and what are you doing here?,nora (dialog tree),topic: who,1
field,field_087,nora,I'm Nora. I was reading as you might have noticed.,nora (dialog tree),topic: who,2
field,field_088,nora,But If you must know: I'm waiting for my grandfather.,nora (dialog tree),topic: who,3
field,field_090,nathan,Do you know a Dr. Coppelius?,nora (dialog tree),topic: coppelius,1
field,field_091,nora,Why do you ask?,nora (dialog tree),topic: coppelius,2
field,field_092,nathan,I was sent to tell him that he's in danger.,nora (dialog tree),topic: coppelius,3
field,field_093,nora,In danger?,nora (dialog tree),topic: coppelius,4
field,field_094,nathan,"Yes. I don't know why, but he's supposed to contact the university immediately.",nora (dialog tree),topic: coppelius,5
field,field_095,nora,I wish I could help you... but I've been asked not to talk about him. Sorry.,nora (dialog tree),topic: coppelius,6
field,field_096,nathan,So you know him?,nora (dialog tree),topic: coppelius,7
field,field_097,nora,"Please, I can't answer that.",nora (dialog tree),topic: coppelius,8
field,field_098,nathan,"Okay, sorry.",nora (dialog tree),topic: coppelius,9
field,field_099,nathan,"You know, I can run really fast.",nora (dialog tree),topic: flirt,1
field,field_100,nora,I'm excited to hear that.,nora (dialog tree),topic: flirt,2
field,field_101,nathan,Really?,nora (dialog tree),topic: flirt,3
field,field_102,nathan,Bye.,nora (dialog tree),topic: goodbye,
field,field_103,nathan,I'm Nathan. Who are you?,coppelius (dialog tree),topic: mission,1
field,field_104,coppelius,"Young man, I am someone who knows that you don't belong here... so what are you doing here?",coppelius (dialog tree),topic: mission,2
field,field_105,nathan,I'm searching for a Dr. Coppelius.,coppelius (dialog tree),topic: mission,3
field,field_106,coppelius,"Oh really? That's quite interesting, I must say.",coppelius (dialog tree),topic: mission,4
field,field_107,nathan,Do you know this Coppelius? I was sent to warn him that he may be in grave danger.,coppelius (dialog tree),topic: mission,5
field,field_108,coppelius,Of course I know him. He's quite a character...,coppelius (dialog tree),topic: mission,6
field,field_109,nathan,Can you tell me where I could find him?,coppelius (dialog tree),topic: mission,7
field,field_110,coppelius,What you should do right now is to get into that house over there. That would point you in the right direction.,coppelius (dialog tree),topic: mission,8
field,field_111,nathan,But the house is locked...,coppelius (dialog tree),topic: mission,9
field,field_112,coppelius,I know there's a three-part key that unlocks it. I've heard that you already have at least one part of it. There's another part under the doormat.,coppelius (dialog tree),topic: mission,10
field,field_115,nathan,What's your name?,coppelius (dialog tree),"topic: mission, repeat",1
field,field_116,coppelius,That's none of your business. You should try to get into that house... you might find some more answers in there.,coppelius (dialog tree),"topic: mission, repeat",2
field,field_117,nathan,What's in the house? Why do you want me to get in there?,coppelius (dialog tree),"topic: mission, repeat",3
field,field_118,coppelius,YOU want to go in there. I'm just telling you it's the right thing to do.,coppelius (dialog tree),"topic: mission, repeat",4
field,field_113,nathan,Are you Nora's grandfather? Is she alright?,coppelius (dialog tree),topic: nora,1
field,field_114,coppelius,"Oh yes, I am.  But don't you worry about her, I can assure you that she's in good hands and will be well soon.",coppelius (dialog tree),topic: nora,2
field,field_119,nathan,I have to get going.,coppelius (dialog tree),topic: goodbye,
finale,finale_001,nora,Who are you?!,finale,cutscene,1
finale,finale_002,nora,What do you want?,finale,cutscene,2
finale,finale_003,vincent,Don't worry! I just want to know...,finale,cutscene,3
finale,finale_004,vincent,What Makes You Tick?!,finale,cutscene,4
finale_ferry,ferry_023,nathan,Somehow I feel like someone is watching me...,distant cliff,look at,
finale_ferry,finale_ferry_001,coppelius,What happened? Where's Nora?,ferry sequence,cutscene,1
finale_ferry,finale_ferry_002,sailor,"I had just brought your granddaughter aboard my ship and was rowing back to the shore, when suddenly a guy with a cape appeared and threw me overboard!",ferry sequence,cutscene,2
finale_ferry,finale_ferry_003,sailor,I swam back here ... but that villain stole away with my ship and the girl.,ferry sequence,cutscene,3
finale_ferry,finale_ferry_004,nathan,"Oh, no!",ferry sequence,cutscene,4
finale_ferry,finale_ferry_005,sailor,Hopefully that girl had the good sense to hide herself.,ferry sequence,cutscene,5
finale_ferry,finale_ferry_006,coppelius,"If Vincent finds out about Nora, then she'll be in grave danger!",ferry sequence,cutscene,6
finale_ferry,finale_ferry_007,nathan,We have to follow them.,ferry sequence,cutscene,7
finale_ferry,finale_ferry_008,sailor,Aye!,ferry sequence,cutscene,8
finale_ferry,finale_ferry_009,coppelius,"Vincent, you devil. If you dare to harm Nora, then I swear I'll hunt you to the end of the earth!",ferry sequence,cutscene,9
finale_ferry,finale_ferry_010,nathan,Nora ... I hope you are alright.,ferry sequence,cutscene,10
finale_lab1,finale_lab1_001,coppelius,Now we have to hurry and get Nora home! I have to adjust her mechanical heart!,lab sequence,cutscene,1
finale_lab1,finale_lab1_002,nathan,What if Vincent has already found her?,lab sequence,cutscene,2
finale_lab1,finale_lab1_003,coppelius,Check those binoculars... we may be able to spot her.,lab sequence,cutscene,3
finale_lab1,finale_lab1_004,nathan,Mh ... I can see the pier. And the ship.,lab sequence,cutscene,4
finale_lab1,finale_lab1_005,nathan,"Yes ... the sailor just brought Nora aboard the ship. Now he's rowing back to the shore ... to pick you up, I guess.",lab sequence,cutscene,5
finale_lab1,finale_lab1_006,nathan,What's that?!,lab sequence,cutscene,6
finale_lab1,finale_lab1_007,nathan,Vincent!! Where did he come from? He threw McManus overboard! ,lab sequence,cutscene,7
